THE	82103550112
ING	43727954927
AND	43452082914
ION	39907843075
TIO	32705432538
ENT	31928292897
FOR	26276145239
ATI	25312331919
TER	21635845251
ATE	19978168727
ERS	18428556963
RES	16905804845
HER	16817683835
EST	16153205958
COM	16125312457
PRO	15952570392
ERE	15305553822
ALL	15280030691
INT	15254348969
MEN	15240388304
YOU	15014247063
ONS	14765503549
OUR	14731181262
CON	14345102137
ARE	14170861835
THA	13970309343
VER	13912756928
ESS	13754386504
THI	13367612267
REA	13285735421
STA	12930801230
TIN	12540895012
HAT	12149329559
IST	12124300892
ECT	12119170351
ORT	12058955817
EAR	12053692257
INE	11957930765
AGE	11949496341
HIS	11668102248
TED	11406578213
ONT	11390852799
NCE	11196008401
STO	11072718004
ITH	11044086726
NTE	10870885323
SIN	10799660436
TOR	10786422584
ORE	10667700294
LIN	10581656074
IVE	10484022493
ITE	10265976124
WIT	10193568110
NOT	10064096791
NTH	10030465425
TRA	9796133143
OME	9794497140
ICA	9785687575
PER	9744491337
ART	9656060803
STE	9569241613
CTI	9429172779
OFT	9311134315
OTH	9268238918
ICE	9216488654
OUT	9109347899
ILL	8856637789
IDE	8762459520
ETH	8761791336
IES	8755941598
ONE	8734828995
SER	8638918094
ECO	8634091171
ERA	8576303979
STR	8562859196
EVE	8494214965
DIN	8409981481
RAT	8359118483
ONA	8349559915
CES	8338433547
EDI	8301169405
ITI	8274710654
ERI	8255178069
RAN	8085921288
SAN	8028613003
ITY	7977725523
OUN	7953797964
NAL	7901959084
USE	7847978561
URE	7815758547
RIN	7789909616
AME	7785396816
ACT	7780788086
IGH	7777301857
ESE	7747062209
AVE	7740219867
STI	7735728445
NTS	7703419247
HES	7667255097
SIT	7634282993
DER	7607432624
FTH	7595352455
LES	7567750237
MAN	7547990267
ANT	7529985399
IND	7487181360
NEW	7349340050
PRI	7346350184
REE	7338235853
BLE	7301450674
AST	7296466185
NTA	7285962164
TUR	7255257009
POR	7235072745
GHT	7211373509
AIN	7203902170
ANC	7170617892
CHA	7166970708
EAS	7144091746
PAR	7090030518
OVE	7082360635
NDE	7001782845
ROM	7000056098
REC	6994110775
ERT	6973945867
LAN	6973440028
CAL	6961946111
SOF	6893604325
CAN	6861067469
ORM	6811887554
TES	6794181060
OST	6762274549
CAT	6716493366
SON	6709265158
TIC	6664284326
END	6663626810
HEA	6659669886
INA	6651182188
RED	6642804662
WOR	6637704263
BER	6597498432
LIC	6582149201
HAN	6578893232
MAT	6573067826
TAT	6530894805
HIN	6516345939
NES	6497781151
PRE	6488727797
SHO	6455765345
REN	6448696005
EIN	6448143573
EME	6402422147
RIC	6395194174
UST	6379227540
FRO	6375179963
RTH	6370312621
INC	6370252546
EAT	6369047797
ASE	6327795380
NTI	6317158311
ARD	6311394005
